language,digs,multis,word_n,expected_complexity,coordinates
languagegen8index2_1.52_3.94,1.52,3.94,4,1.976203907122238,"(4, 1.976203907122238)"
languagegen8index3_1_3.9,1,3.9,3,1.855957697022984,"(3, 1.855957697022984)"
languagegen8index5_1_3.52,1,3.52,3,1.9728632863331312,"(3, 1.9728632863331312)"
languagegen8index6_1.2_5.20,1.2,5.20,4,1.561576445133258,"(4, 1.561576445133258)"
languagegen8index7_1.2.79_5,1.2.79,5,4,1.6452584958411505,"(4, 1.6452584958411505)"
languagegen8index8_1.50_5.81,1.50,5.81,4,4.073421096554681,"(4, 4.073421096554681)"
languagegen8index11_1.62.52_5.6.77,1.62.52,5.6.77,6,2.426117714171036,"(6, 2.426117714171036)"
languagegen8index12_3.4.79_2.94.1,3.4.79,2.94.1,6,1.4892813226740658,"(6, 1.4892813226740658)"
languagegen8index13_3_5.2.94.1.85,3,5.2.94.1.85,6,1.4072242482260338,"(6, 1.4072242482260338)"
languagegen8index14_3_5.2.94.1.91,3,5.2.94.1.91,6,1.4261552848316326,"(6, 1.4261552848316326)"
languagegen8index15_3_5.94.1.40,3,5.94.1.40,5,1.7463999615391284,"(5, 1.7463999615391284)"
languagegen8index16_3.47_2.94.1.85,3.47,2.94.1.85,6,1.575007147181652,"(6, 1.575007147181652)"
languagegen8index17_99_5.2.94.1,99,5.2.94.1,5,1.6218115877200365,"(5, 1.6218115877200365)"
languagegen8index18_10_5.2.1.39,10,5.2.1.39,5,1.5164126654923955,"(5, 1.5164126654923955)"
languagegen8index19_10.3.4.94_5.2.1.39,10.3.4.94,5.2.1.39,8,1.2622795352933414,"(8, 1.2622795352933414)"
languagegen8index20_32.10.3.4_5.1.39.88,32.10.3.4,5.1.39.88,8,1.571100275577598,"(8, 1.571100275577598)"
languagegen8index21_32.10.3.4.66_2.1,32.10.3.4.66,2.1,7,1.3910709138873965,"(7, 1.3910709138873965)"
languagegen8index22_32.10.3.4.13.33_5.2.1.39,32.10.3.4.13.33,5.2.1.39,10,1.22785383914604,"(10, 1.22785383914604)"
languagegen8index23_32.10.3.4.13.57.74_5,32.10.3.4.13.57.74,5,8,2.872815896027047,"(8, 2.872815896027047)"
languagegen8index24_57.10.3.30.12.78.16_5.2,57.10.3.30.12.78.16,5.2,9,3.7821139819533176,"(9, 3.7821139819533176)"
languagegen8index25_57.10.3.4.30.12.68_5.2.1.46,57.10.3.4.30.12.68,5.2.1.46,11,1.2200165439561457,"(11, 1.2200165439561457)"
languagegen8index26_57.10.3.4.30.12_5.2.1.46,57.10.3.4.30.12,5.2.1.46,10,1.2221083832061899,"(10, 1.2221083832061899)"
languagegen8index27_57.10.3.4.30.12.72_5.2.1.46.48,57.10.3.4.30.12.72,5.2.1.46.48,12,1.2135117417761818,"(12, 1.2135117417761818)"
languagegen8index28_57.10.3.4.30.12.95_5.2.1.46.55,57.10.3.4.30.12.95,5.2.1.46.55,12,1.2182284869381863,"(12, 1.2182284869381863)"
languagegen8index29_57.83.10.3.4.30.12.88.60_5.2.55,57.83.10.3.4.30.12.88.60,5.2.55,12,2.4761218872451813,"(12, 2.4761218872451813)"
