language,digs,multis,word_n,expected_complexity,coordinates
languagegen22index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen22index1_1_3.23,1,3.23,3,1.8943194546104953,"(3, 1.8943194546104953)"
languagegen22index2_1.9_3.13,1.9,3.13,4,1.8171933286682806,"(4, 1.8171933286682806)"
languagegen22index3_1.2_3,1.2,3,3,1.6181918654620162,"(3, 1.6181918654620162)"
languagegen22index6_1.93_3.83,1.93,3.83,4,1.9973087669792056,"(4, 1.9973087669792056)"
languagegen22index8_1_3.72,1,3.72,3,1.991864018518687,"(3, 1.991864018518687)"
languagegen22index9_1.15_3,1.15,3,3,1.9637116680255122,"(3, 1.9637116680255122)"
languagegen22index10_23_3,23,3,2,8.8115278135419,"(2, 8.8115278135419)"
languagegen22index11_2_3,2,3,2,2.9431694784203217,"(2, 2.9431694784203217)"
languagegen22index17_1.22_3,1.22,3,3,1.9679509308047014,"(3, 1.9679509308047014)"
languagegen22index18_1_3.2,1,3.2,3,1.6136490370002163,"(3, 1.6136490370002163)"
languagegen22index19_55_3,55,3,2,15.768675027333133,"(2, 15.768675027333133)"
languagegen22index20_1_3.78,1,3.78,3,1.9951334389635538,"(3, 1.9951334389635538)"
languagegen22index22_1_3.47,1,3.47,3,1.9605846012712531,"(3, 1.9605846012712531)"
languagegen22index24_1_3.38,1,3.38,3,1.9519720859492362,"(3, 1.9519720859492362)"
languagegen22index25_1.83_3.91,1.83,3.91,4,1.9527142790794008,"(4, 1.9527142790794008)"
languagegen22index26_1.42_3,1.42,3,3,2.009242636663892,"(3, 2.009242636663892)"
languagegen22index27_37_3.5,37,3.5,3,4.282434738167998,"(3, 4.282434738167998)"
languagegen22index28_1_3.48,1,3.48,3,1.9691664631304426,"(3, 1.9691664631304426)"
languagegen22index30_1_3.74,1,3.74,3,1.9910739557992643,"(3, 1.9910739557992643)"
languagegen22index32_1.23_2.7.32,1.23,2.7.32,5,1.555308791460457,"(5, 1.555308791460457)"
languagegen22index33_1_2.7.43.35,1,2.7.43.35,5,1.5680163087754453,"(5, 1.5680163087754453)"
languagegen22index34_81.77_2.10,81.77,2.10,4,7.174105707527354,"(4, 7.174105707527354)"
languagegen22index35_3_2.1.10.5,3,2.1.10.5,5,1.3561159626865718,"(5, 1.3561159626865718)"
languagegen22index36_3_1.10.85,3,1.10.85,4,1.8586255626772596,"(4, 1.8586255626772596)"
languagegen22index37_5.51_2.1.10.37,5.51,2.1.10.37,6,1.4772098376084337,"(6, 1.4772098376084337)"
languagegen22index38_3_2.10.17.68,3,2.10.17.68,5,3.846851161938912,"(5, 3.846851161938912)"
languagegen22index39_45_2.1.10.55,45,2.1.10.55,5,1.681579809307956,"(5, 1.681579809307956)"
languagegen22index40_3.36_1.10,3.36,1.10,4,1.8575742024423603,"(4, 1.8575742024423603)"
languagegen22index41_3_2.7,3,2.7,3,3.9177044523654327,"(3, 3.9177044523654327)"
languagegen22index42_3_2.1.10.35.91,3,2.1.10.35.91,6,1.3863974425810806,"(6, 1.3863974425810806)"
languagegen22index43_3_1.10,3,1.10,3,1.886891372429962,"(3, 1.886891372429962)"
languagegen22index44_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen22index45_3_2.10.7,3,2.10.7,4,3.8302048910535884,"(4, 3.8302048910535884)"
languagegen22index46_3.19_2.10,3.19,2.10,4,3.871819894683721,"(4, 3.871819894683721)"
languagegen22index48_3.97.13.90_1.10,3.97.13.90,1.10,6,1.8412550939869086,"(6, 1.8412550939869086)"
languagegen22index49_3.52_2.1.10,3.52,2.1.10,5,1.4124762839309082,"(5, 1.4124762839309082)"
languagegen22index50_3_2.1.10.84,3,2.1.10.84,5,1.413955727724081,"(5, 1.413955727724081)"
languagegen22index51_3_2.1,3,2.1,3,1.7483820059230488,"(3, 1.7483820059230488)"
languagegen22index52_3.13_1.10.61.38,3.13,1.10.61.38,6,1.7896558664982558,"(6, 1.7896558664982558)"
languagegen22index54_3_2.1.24,3,2.1.24,4,1.557020119054818,"(4, 1.557020119054818)"
languagegen22index55_3.53_2.1.10.4.93,3.53,2.1.10.4.93,7,1.310661017902099,"(7, 1.310661017902099)"
languagegen22index56_3.82.41_5.2.1.15.36,3.82.41,5.2.1.15.36,8,1.3369346526552506,"(8, 1.3369346526552506)"
languagegen22index57_3.4_5.2.15.17,3.4,5.2.15.17,6,2.4657700468359813,"(6, 2.4657700468359813)"
languagegen22index58_3.4_5.2.1.99,3.4,5.2.1.99,6,1.3276839713425614,"(6, 1.3276839713425614)"
languagegen22index59_19_5.2.1.15,19,5.2.1.15,5,1.515738896060314,"(5, 1.515738896060314)"
languagegen22index60_3.4_5.2.1.56,3.4,5.2.1.56,6,1.3120773771840657,"(6, 1.3120773771840657)"
languagegen22index61_4_5.2.15.55,4,5.2.15.55,5,2.6350506579205604,"(5, 2.6350506579205604)"
languagegen22index62_3.87_2.1,3.87,2.1,4,1.7246282211047619,"(4, 1.7246282211047619)"
languagegen22index63_3.4_5.2.1.15.7,3.4,5.2.1.15.7,7,1.215993285242175,"(7, 1.215993285242175)"
languagegen22index64_3.21.34_5.2.1,3.21.34,5.2.1,6,1.3874582370082695,"(6, 1.3874582370082695)"
languagegen22index65_3.4.38_2.1.15.53.84,3.4.38,2.1.15.53.84,8,1.3432984867390552,"(8, 1.3432984867390552)"
languagegen22index66_4_5.2.1.15,4,5.2.1.15,5,1.410849098147197,"(5, 1.410849098147197)"
languagegen22index67_3_5.2.1.15.61,3,5.2.1.15.61,6,1.3532118737015026,"(6, 1.3532118737015026)"
languagegen22index68_3.4_5.1.15.6,3.4,5.1.15.6,6,1.529955146568388,"(6, 1.529955146568388)"
languagegen22index70_4_5.2.1.15.6,4,5.2.1.15.6,6,1.3545198482960967,"(6, 1.3545198482960967)"
languagegen22index71_3.4_5.2.15.6,3.4,5.2.15.6,6,2.447038272294949,"(6, 2.447038272294949)"
languagegen22index72_3.4.86_5.2.1.15.6,3.4.86,5.2.1.15.6,8,1.207608982649224,"(8, 1.207608982649224)"
languagegen22index73_3.4.17_5.2.1.15.6,3.4.17,5.2.1.15.6,8,1.1962315083047694,"(8, 1.1962315083047694)"
languagegen22index74_3.4_2.1.15.6,3.4,2.1.15.6,6,1.2670169475859987,"(6, 1.2670169475859987)"
languagegen22index75_3.4_5.2.1.15.6,3.4,5.2.1.15.6,7,1.209168551231142,"(7, 1.209168551231142)"
languagegen22index77_74.90_5.2.15.6,74.90,5.2.15.6,6,2.673932980350874,"(6, 2.673932980350874)"
languagegen22index78_10.3.4.6.23.48_5.2.1.19.9,10.3.4.6.23.48,5.2.1.19.9,11,1.1628808190312738,"(11, 1.1628808190312738)"
languagegen22index79_10.4.6_5.2.1.19,10.4.6,5.2.1.19,7,1.3395536837199622,"(7, 1.3395536837199622)"
languagegen22index80_10.3.4.6.21_5.2.1.19,10.3.4.6.21,5.2.1.19,9,1.1857368187201003,"(9, 1.1857368187201003)"
languagegen22index81_10.3.4.6.45_5.2.1.19,10.3.4.6.45,5.2.1.19,9,1.1881928614416086,"(9, 1.1881928614416086)"
languagegen22index82_10.3.4.6_5.2.1.19.15,10.3.4.6,5.2.1.19.15,9,1.1830880282172618,"(9, 1.1830880282172618)"
languagegen22index83_10.3.4.6.24_5.2.1.19.94,10.3.4.6.24,5.2.1.19.94,10,1.1832625751560861,"(10, 1.1832625751560861)"
languagegen22index84_10.3.4.12.23_5.2.19.17,10.3.4.12.23,5.2.19.17,9,2.43857683537484,"(9, 2.43857683537484)"
languagegen22index85_10.3.12.6.14.57_5.2.1.19,10.3.12.6.14.57,5.2.1.19,10,1.2493917974499062,"(10, 1.2493917974499062)"
languagegen22index86_3.6.1.10.2.5.51.85_25.4.7,3.6.1.10.2.5.51.85,25.4.7,11,1.1557378552148292,"(11, 1.1557378552148292)"
languagegen22index87_3.6.1.10.2.51_25.4.7.21.69,3.6.1.10.2.51,25.4.7.21.69,11,1.197696175442009,"(11, 1.197696175442009)"
languagegen22index88_3.6.1.2.5.51.37_4.7,3.6.1.2.5.51.37,4.7,9,1.2051544621492258,"(9, 1.2051544621492258)"
languagegen22index89_3.6.1.2.5.51.96_25.4.68,3.6.1.2.5.51.96,25.4.68,10,1.2262004870445369,"(10, 1.2262004870445369)"
languagegen22index90_3.6.1.11.10.2.14.5.69_25.7,3.6.1.11.10.2.14.5.69,25.7,11,1.2226456501515695,"(11, 1.2226456501515695)"
languagegen22index91_3.1.11.10.2.14.5.75.53_25.4.7,3.1.11.10.2.14.5.75.53,25.4.7,12,1.1828596334313188,"(12, 1.1828596334313188)"
languagegen22index92_3.6.1.11.10.2.14.5.9.35_25.4.7,3.6.1.11.10.2.14.5.9.35,25.4.7,13,1.1205423357603004,"(13, 1.1205423357603004)"
languagegen22index93_3.1.11.10.2.14.5.9_25.4.7.67.84,3.1.11.10.2.14.5.9,25.4.7.67.84,13,1.1522622529619069,"(13, 1.1522622529619069)"
languagegen22index94_3.6.1.11.10.2.14.5.17.8_4.7.86.44,3.6.1.11.10.2.14.5.17.8,4.7.86.44,14,1.1167966277507018,"(14, 1.1167966277507018)"
languagegen22index95_3.6.1.11.2.14.5.17_25.7.86.44,3.6.1.11.2.14.5.17,25.7.86.44,12,1.224739066362089,"(12, 1.224739066362089)"
languagegen22index96_3.6.1.11.10.2.14.5.17.15.53_25.4.7.86,3.6.1.11.10.2.14.5.17.15.53,25.4.7.86,15,1.1212994410753556,"(15, 1.1212994410753556)"
languagegen22index97_3.6.1.11.10.2.14.5.17.48_25.4.7.44,3.6.1.11.10.2.14.5.17.48,25.4.7.44,14,1.1218828746197425,"(14, 1.1218828746197425)"
languagegen22index98_3.6.1.11.10.14.17_25.4.7.86.44,3.6.1.11.10.14.17,25.4.7.86.44,12,1.8021791133833935,"(12, 1.8021791133833935)"
languagegen22index99_3.6.1.11.10.2.5.17_25.4.7.86.44,3.6.1.11.10.2.5.17,25.4.7.86.44,13,1.1273809612030914,"(13, 1.1273809612030914)"
languagegen22index100_3.1.11.10.80.2.14.5.17_25.4.7.86.22,3.1.11.10.80.2.14.5.17,25.4.7.86.22,14,1.1675530554378613,"(14, 1.1675530554378613)"
languagegen22index101_3.6.1.11.10.80.2.14.5.17_25.4.7.86,3.6.1.11.10.80.2.14.5.17,25.4.7.86,14,1.1296997549055863,"(14, 1.1296997549055863)"
languagegen22index102_3.6.1.10.80.14.5.17.15_25.4.7.86.44,3.6.1.10.80.14.5.17.15,25.4.7.86.44,14,1.4351012649962425,"(14, 1.4351012649962425)"
languagegen22index103_3.6.1.11.10.80.2.14.5.17.15_25.4.7.86.44,3.6.1.11.10.80.2.14.5.17.15,25.4.7.86.44,16,1.1134603061940513,"(16, 1.1134603061940513)"
languagegen22index104_3.6.1.10.80.2.14.5.33_4.7.86.44,3.6.1.10.80.2.14.5.33,4.7.86.44,13,1.1601520598550816,"(13, 1.1601520598550816)"
languagegen22index105_3.6.1.11.10.80.2.14.5.17.20_25.4.7.44,3.6.1.11.10.80.2.14.5.17.20,25.4.7.44,15,1.1191660680608801,"(15, 1.1191660680608801)"
languagegen22index106_6.1.10.80.2.14.5.17.71_25.4.7.86.44,6.1.10.80.2.14.5.17.71,25.4.7.86.44,14,1.2721294700376573,"(14, 1.2721294700376573)"
languagegen22index107_3.1.11.10.80.2.14.17_25.4.7.86.44,3.1.11.10.80.2.14.17,25.4.7.86.44,13,1.215641546057204,"(13, 1.215641546057204)"
languagegen22index108_3.6.11.10.80.2.14.5.17.82_25.4.7.86.44,3.6.11.10.80.2.14.5.17.82,25.4.7.86.44,15,2.3462224693150415,"(15, 2.3462224693150415)"
languagegen22index109_3.6.1.11.10.80.2.5.17.69_4.7.86.44,3.6.1.11.10.80.2.5.17.69,4.7.86.44,14,1.1468818290687912,"(14, 1.1468818290687912)"
languagegen22index110_3.6.11.10.2.14.5.17.9.13_25.4.7.86.44,3.6.11.10.2.14.5.17.9.13,25.4.7.86.44,15,2.3223531329943135,"(15, 2.3223531329943135)"
languagegen22index111_3.6.1.11.10.2.14.5.17.9.13_25.86.44,3.6.1.11.10.2.14.5.17.9.13,25.86.44,14,1.4142112584526971,"(14, 1.4142112584526971)"
languagegen22index112_3.6.1.11.78.10.2.14.5.17.13_25.7.44.27,3.6.1.11.78.10.2.14.5.17.13,25.7.44.27,15,1.18998999856982,"(15, 1.18998999856982)"
languagegen22index113_3.6.1.11.78.2.14.5.17.9.13.67_25.7.86.44.71,3.6.1.11.78.2.14.5.17.9.13.67,25.7.86.44.71,17,1.1848703110990477,"(17, 1.1848703110990477)"
languagegen22index114_3.6.1.11.78.10.80.2.14.5.17.9.13.46_25.7.86.44,3.6.1.11.78.10.80.2.14.5.17.9.13.46,25.7.86.44,18,1.1739368474968797,"(18, 1.1739368474968797)"
languagegen22index115_3.6.1.11.78.10.80.2.14.5.17.9.13.58_25.4.7.86.44,3.6.1.11.78.10.80.2.14.5.17.9.13.58,25.4.7.86.44,19,1.0940536135548848,"(19, 1.0940536135548848)"
languagegen22index116_3.6.1.11.80.2.14.5.17.9.13.42.26_25.4.7.86.44,3.6.1.11.80.2.14.5.17.9.13.42.26,25.4.7.86.44,18,1.1053090587766385,"(18, 1.1053090587766385)"
languagegen22index117_3.6.1.11.78.10.80.2.14.5.17.9.20.56_25.4.7.44,3.6.1.11.78.10.80.2.14.5.17.9.20.56,25.4.7.44,18,1.1016497640094716,"(18, 1.1016497640094716)"
languagegen22index118_3.6.1.11.26.10.80.14.5.17.9.13.63_25.4.7.86.44,3.6.1.11.26.10.80.14.5.17.9.13.63,25.4.7.86.44,18,1.399107239662217,"(18, 1.399107239662217)"
languagegen22index119_3.6.1.11.26.10.80.2.14.5.17.9.13.51_4.7.86.44,3.6.1.11.26.10.80.2.14.5.17.9.13.51,4.7.86.44,18,1.1076001096865706,"(18, 1.1076001096865706)"
languagegen22index120_3.6.1.11.26.78.10.80.2.14.5.17.9.15.40.84_4.7.86.44.8,3.6.1.11.26.78.10.80.2.14.5.17.9.15.40.84,4.7.86.44.8,21,1.0775547208465692,"(21, 1.0775547208465692)"
languagegen22index121_3.6.1.11.26.78.10.80.2.14.5.17.9.15.40.87_4.7.86.8,3.6.1.11.26.78.10.80.2.14.5.17.9.15.40.87,4.7.86.8,20,1.0895849462293947,"(20, 1.0895849462293947)"
languagegen22index122_6.1.11.26.10.80.2.14.5.9.13.51.49.48.8.95_25.4.7.44.16,6.1.11.26.10.80.2.14.5.9.13.51.49.48.8.95,25.4.7.44.16,21,1.2100906546500765,"(21, 1.2100906546500765)"
languagegen22index123_3.6.1.11.26.10.80.2.14.5.17.9.13.51.49.48.8.20_25.4.44,3.6.1.11.26.10.80.2.14.5.17.9.13.51.49.48.8.20,25.4.44,21,1.0983937466786426,"(21, 1.0983937466786426)"
languagegen22index124_41.3.2.17.23.44.50.83.19.26.4.94.13.9.56.8.12.11.10.14.90_6.1.5,41.3.2.17.23.44.50.83.19.26.4.94.13.9.56.8.12.11.10.14.90,6.1.5,24,1.0976773420004375,"(24, 1.0976773420004375)"
languagegen22index125_41.3.2.17.23.44.50.83.19.26.4.94.13.9.56.8.12.11.10.51.14_6.1.5.7,41.3.2.17.23.44.50.83.19.26.4.94.13.9.56.8.12.11.10.51.14,6.1.5.7,25,1.0661709249642797,"(25, 1.0661709249642797)"
languagegen22index126_41.3.2.17.23.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14_6.5.7.67.36,41.3.2.17.23.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14,6.5.7.67.36,26,2.281070682062347,"(26, 2.281070682062347)"
languagegen22index127_41.3.2.17.23.44.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14.88_6.1.5.7,41.3.2.17.23.44.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14.88,6.1.5.7,27,1.0648728767483513,"(27, 1.0648728767483513)"
languagegen22index128_41.3.2.17.44.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14.53_1.5.7.67,41.3.2.17.44.50.83.19.26.4.94.35.13.9.56.8.12.11.10.51.14.53,1.5.7.67,26,1.1006248125037632,"(26, 1.1006248125037632)"
languagegen22index129_41.3.2.17.23.50.83.19.26.4.94.35.13.9.56.8.12.11.10.14_6.1.5.7.67,41.3.2.17.23.50.83.19.26.4.94.35.13.9.56.8.12.11.10.14,6.1.5.7.67,25,1.0625694082313075,"(25, 1.0625694082313075)"
languagegen22index130_41.3.17.46.23.44.50.83.19.4.35.13.9.8.12.10.20.51.14.15.92.77_6.1.5.7.32,41.3.17.46.23.44.50.83.19.4.35.13.9.8.12.10.20.51.14.15.92.77,6.1.5.7.32,27,1.3689588065865468,"(27, 1.3689588065865468)"
languagegen22index131_41.3.2.17.46.23.44.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15_6.1.5.7.32,41.3.2.17.46.23.44.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15,6.1.5.7.32,27,1.051831110266717,"(27, 1.051831110266717)"
languagegen22index132_41.3.2.17.23.44.66.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15.79.68.69_6.5.7.32,41.3.2.17.23.44.66.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15.79.68.69,6.5.7.32,29,2.276222166264479,"(29, 2.276222166264479)"
languagegen22index133_41.3.2.17.46.23.44.66.83.19.4.35.13.9.8.12.11.10.20.87.14.15.79.85.82_6.1.5.7.32,41.3.2.17.46.23.44.66.83.19.4.35.13.9.8.12.11.10.20.87.14.15.79.85.82,6.1.5.7.32,30,1.051236337691092,"(30, 1.051236337691092)"
languagegen22index134_41.3.2.17.46.23.44.66.50.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15.54.95_5.7.68,41.3.2.17.46.23.44.66.50.83.19.4.35.13.9.8.12.11.10.20.51.87.14.15.54.95,5.7.68,29,2.35162257630162,"(29, 2.35162257630162)"
languagegen22index135_41.3.2.17.46.23.44.66.50.83.19.4.35.13.9.8.12.11.10.20.51.87.14.54.93_6.1.5.7.32,41.3.2.17.46.23.44.66.50.83.19.4.35.13.9.8.12.11.10.20.51.87.14.54.93,6.1.5.7.32,30,1.0547594482151594,"(30, 1.0547594482151594)"
languagegen22index136_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.10.8.5.6.27.12.43.3.35.30.41.17_7.9.11.81,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.10.8.5.6.27.12.43.3.35.30.41.17,7.9.11.81,34,1.0555521527220806,"(34, 1.0555521527220806)"
languagegen22index137_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.5.6.27.12.43.3.35.30.41.17.88.87_9.11.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.5.6.27.12.43.3.35.30.41.17.88.87,9.11.90,36,1.079333358551058,"(36, 1.079333358551058)"
languagegen22index138_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.5.6.27.98.12.43.3.35.30.41.17_7.9.81.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.5.6.27.98.12.43.3.35.30.41.17,7.9.81.90,36,1.059326739189846,"(36, 1.059326739189846)"
languagegen22index139_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.6.27.98.12.43.3.35.30.41.17.60_7.9.11.81.87,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.16.10.8.6.27.98.12.43.3.35.30.41.17.60,7.9.11.81.87,37,1.0983368321274238,"(37, 1.0983368321274238)"
languagegen22index140_45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.10.8.5.6.27.98.12.43.3.35.30.41.17_7.9.11.81.90,45.2.32.4.50.22.62.29.46.14.23.33.71.70.1.58.18.77.10.8.5.6.27.98.12.43.3.35.30.41.17,7.9.11.81.90,36,1.0537143758644927,"(36, 1.0537143758644927)"
