language,digs,multis,word_n,expected_complexity,coordinates
languagegen6index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen6index1_1_3.58,1,3.58,3,1.98224036993935,"(3, 1.98224036993935)"
languagegen6index3_1_3.15,1,3.15,3,1.8591039674965493,"(3, 1.8591039674965493)"
languagegen6index5_2.34_5.20,2.34,5.20,4,5.5879452900930096,"(4, 5.5879452900930096)"
languagegen6index6_1.2_5.51,1.2,5.51,4,1.6161930728103755,"(4, 1.6161930728103755)"
languagegen6index7_1_5.3,1,5.3,3,1.7646090548214468,"(3, 1.7646090548214468)"
languagegen6index8_2_5.24,2,5.24,3,4.281781706558232,"(3, 4.281781706558232)"
languagegen6index11_1_5.24.95.11,1,5.24.95.11,5,2.4198884997707224,"(5, 2.4198884997707224)"
languagegen6index12_1.2.25_5.24.6.16,1.2.25,5.24.6.16,7,1.4339643601879266,"(7, 1.4339643601879266)"
languagegen6index13_1.2.35_5.24.6.53.75,1.2.35,5.24.6.53.75,8,1.4567816117016392,"(8, 1.4567816117016392)"
languagegen6index14_1.2_5.6,1.2,5.6,4,1.5100182681529848,"(4, 1.5100182681529848)"
languagegen6index15_1.2.14_5.24.6,1.2.14,5.24.6,6,1.4541242667096828,"(6, 1.4541242667096828)"
languagegen6index16_2_5.24.31,2,5.24.31,4,4.214708869686374,"(4, 4.214708869686374)"
languagegen6index17_1.2_24.6.99,1.2,24.6.99,5,1.8537253014157202,"(5, 1.8537253014157202)"
languagegen6index18_1_5.24.40.2,1,5.24.40.2,5,1.5431770233624027,"(5, 1.5431770233624027)"
languagegen6index20_10.3_5.2.94.1.50,10.3,5.2.94.1.50,7,1.3658530322305165,"(7, 1.3658530322305165)"
languagegen6index21_3_5.2.94.1,3,5.2.94.1,5,1.428440382687873,"(5, 1.428440382687873)"
languagegen6index22_10.3.13_5.2.94.1,10.3.13,5.2.94.1,7,1.3431447778945453,"(7, 1.3431447778945453)"
languagegen6index23_10_5.2.94.1.26,10,5.2.94.1.26,6,1.5021440060359659,"(6, 1.5021440060359659)"
languagegen6index24_80.10.3_5.2.94.1.39,80.10.3,5.2.94.1.39,8,1.3454365801152517,"(8, 1.3454365801152517)"
languagegen6index25_80.10_5.2.94.1.39,80.10,5.2.94.1.39,7,1.5031814130082928,"(7, 1.5031814130082928)"
languagegen6index27_80.10.3.70_5.2.1,80.10.3.70,5.2.1,7,1.3791751391041704,"(7, 1.3791751391041704)"
languagegen6index28_32.3.4.84.62_5.2.94.1.39,32.3.4.84.62,5.2.94.1.39,10,1.2851410225111513,"(10, 1.2851410225111513)"
languagegen6index29_32.10.3.4_5.2.1.39,32.10.3.4,5.2.1.39,8,1.2574837431780015,"(8, 1.2574837431780015)"
