language,digs,multis,word_n,expected_complexity,coordinates
languagegen9index0_4_3.18,4,3.18,3,6.033568890182592,"(3, 6.033568890182592)"
languagegen9index1_1.42_3,1.42,3,3,2.009242636663892,"(3, 2.009242636663892)"
languagegen9index2_1_3.32,1,3.32,3,1.929073286287835,"(3, 1.929073286287835)"
languagegen9index3_1.2.44_5.97,1.2.44,5.97,5,1.620393307814576,"(5, 1.620393307814576)"
languagegen9index5_1.2_6.80.25.64,1.2,6.80.25.64,6,1.8064647817568251,"(6, 1.8064647817568251)"
languagegen9index6_3_5.2.1.71,3,5.2.1.71,5,1.4225851341738427,"(5, 1.4225851341738427)"
languagegen9index7_3_5.2.94.30,3,5.2.94.30,5,3.850334883058049,"(5, 3.850334883058049)"
languagegen9index8_10_5.2.94.1,10,5.2.94.1,5,1.5387938732267479,"(5, 1.5387938732267479)"
languagegen9index9_10.4_5.2.1.39,10.4,5.2.1.39,6,1.4031082017382193,"(6, 1.4031082017382193)"
languagegen9index10_32.10.3.4_5.2.1.39.15,32.10.3.4,5.2.1.39.15,9,1.2155468830939504,"(9, 1.2155468830939504)"
languagegen9index11_32.10.3.4.13.69_2.1.39.77,32.10.3.4.13.69,2.1.39.77,10,1.2968151155096297,"(10, 1.2968151155096297)"
languagegen9index12_57.10.3.4.30.12_5.2.46,57.10.3.4.30.12,5.2.46,9,2.4667445286684053,"(9, 2.4667445286684053)"
languagegen9index13_57.10.3.4.30.12_5.1.46.29,57.10.3.4.30.12,5.1.46.29,10,1.5477145966676513,"(10, 1.5477145966676513)"
languagegen9index14_83.10.3.4.30.12_5.2.1.19,83.10.3.4.30.12,5.2.1.19,10,1.2096734936094604,"(10, 1.2096734936094604)"
languagegen9index15_80.47.32.10.3.4.78.8.12.87.52_5.2,80.47.32.10.3.4.78.8.12.87.52,5.2,13,2.4443274446793044,"(13, 2.4443274446793044)"
languagegen9index16_80.45.47.32.10.3.4.49.16.8.6.21_5.2.94.1.46,80.45.47.32.10.3.4.49.16.8.6.21,5.2.94.1.46,17,1.1522755983753405,"(17, 1.1522755983753405)"
languagegen9index17_80.45.47.32.3.4.20.49.16.8.6.68.50_5.2.1.41,80.45.47.32.3.4.20.49.16.8.6.68.50,5.2.1.41,17,1.1724582074573193,"(17, 1.1724582074573193)"
languagegen9index18_3.69.6.97.93.1.76.36.24.11.26.78.10.80.2.5.34_25.4.7.86,3.69.6.97.93.1.76.36.24.11.26.78.10.80.2.5.34,25.4.7.86,21,1.1282001239771862,"(21, 1.1282001239771862)"
languagegen9index19_3.69.6.97.93.1.76.36.24.11.26.78.10.80.2.14.5_25.4.7.86.48,3.69.6.97.93.1.76.36.24.11.26.78.10.80.2.14.5,25.4.7.86.48,22,1.115921120893734,"(22, 1.115921120893734)"
languagegen9index20_3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17_25.4.7.56.42,3.48.69.6.97.1.76.36.24.11.10.80.2.14.5.39.17,25.4.7.56.42,22,1.1141361980093172,"(22, 1.1141361980093172)"
languagegen9index21_40.98.39.21.3.2.17.46.23.44.66.50.83.19.72.29.26.49.4.61.75.51.94.35.13.9.56.8.22_6.5.20.54,40.98.39.21.3.2.17.46.23.44.66.50.83.19.72.29.26.49.4.61.75.51.94.35.13.9.56.8.22,6.5.20.54,33,2.331668414471826,"(33, 2.331668414471826)"
languagegen9index22_40.98.39.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.25.64.22_6.5,40.98.39.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8.25.64.22,6.5,34,2.34071194103575,"(34, 2.34071194103575)"
languagegen9index23_40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8_6.1.5.7.32,40.98.39.41.21.3.2.17.37.46.23.44.66.71.50.97.83.19.29.26.49.4.61.51.94.35.13.9.56.8,6.1.5.7.32,35,1.085509239494741,"(35, 1.085509239494741)"
languagegen9index24_40.98.39.41.21.3.2.17.37.46.23.44.66.50.97.83.19.72.29.26.49.4.61.51.94.35.9.56.8.89_6.1.5,40.98.39.41.21.3.2.17.37.46.23.44.66.50.97.83.19.72.29.26.49.4.61.51.94.35.9.56.8.89,6.1.5,33,1.1278818305393778,"(33, 1.1278818305393778)"
languagegen9index25_61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.60.11_7.59.86,61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.18.77.16.10.8.76.51.5.6.27.98.12.39.43.3.35.30.60.11,7.59.86,43,1.0716322601377513,"(43, 1.0716322601377513)"
languagegen9index26_61.45.79.73.32.4.50.22.62.29.47.46.19.23.33.71.89.70.58.18.77.16.10.8.76.51.5.6.27.98.12.43.3.35.30.60.11.49_78.7.40.48,61.45.79.73.32.4.50.22.62.29.47.46.19.23.33.71.89.70.58.18.77.16.10.8.76.51.5.6.27.98.12.43.3.35.30.60.11.49,78.7.40.48,42,2.6121068059578163,"(42, 2.6121068059578163)"
languagegen9index27_61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.36.39.43.3.35.30.11.25_7.9.24.83.14,61.45.79.73.2.32.4.50.22.62.29.47.46.19.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.36.39.43.3.35.30.11.25,7.9.24.83.14,47,1.0428127801940914,"(47, 1.0428127801940914)"
languagegen9index28_61.45.73.2.32.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.39.43.3.35.30.41_7.9.11.81,61.45.73.2.32.4.50.22.62.29.47.46.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.39.43.3.35.30.41,7.9.11.81,45,1.0493089088143635,"(45, 1.0493089088143635)"
languagegen9index29_61.45.79.73.2.32.4.50.22.62.29.47.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.39.43.3.35.30.93.49_7.9.81.59,61.45.79.73.2.32.4.50.22.62.29.47.19.14.23.33.71.89.70.1.58.87.18.77.16.10.8.76.51.5.6.27.98.12.97.39.43.3.35.30.93.49,7.9.81.59,46,1.0571040396219016,"(46, 1.0571040396219016)"
languagegen9index30_94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10_29,94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10,29,47,1.34873923116121,"(47, 1.34873923116121)"
languagegen9index31_94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.13.11.10.84.25_29.2.73.52,94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.13.11.10.84.25,29.2.73.52,50,1.0512452041997513,"(50, 1.0512452041997513)"
languagegen9index32_94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.3.83.71.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.90.89_2.65.37.28.30,94.70.58.48.44.99.4.15.7.45.14.1.41.49.59.3.83.71.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.90.89,2.65.37.28.30,51,1.0399179496491258,"(51, 1.0399179496491258)"
languagegen9index33_94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.55.3.83.71.18.27.91.76.31.5.35.54.51.26.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82_29.2.79.22.60,94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.55.3.83.71.18.27.91.76.31.5.35.54.51.26.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82,29.2.79.22.60,50,1.036435128842719,"(50, 1.036435128842719)"
languagegen9index34_94.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.64_2.79.22.20.56,94.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.64,2.79.22.20.56,54,1.0331908654751427,"(54, 1.0331908654751427)"
languagegen9index35_94.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.11.10.82_79.22.20.80,94.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.11.10.82,79.22.20.80,50,1.4831739364551015,"(50, 1.4831739364551015)"
languagegen9index36_94.70.58.48.44.99.4.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.29.47_37.28.17.46.20,94.70.58.48.44.99.4.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.29.47,37.28.17.46.20,53,1.338672553477014,"(53, 1.338672553477014)"
languagegen9index37_94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.28.68.21_29.22.20.81,94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.28.68.21,29.22.20.81,55,1.3336607854224782,"(55, 1.3336607854224782)"
languagegen9index38_94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.28.30_29.2.22.20.90,94.70.58.48.44.99.4.15.93.7.45.14.1.41.49.59.66.55.3.83.71.18.27.39.91.76.31.98.5.35.54.51.26.61.36.77.12.78.23.8.19.24.6.63.9.13.11.10.82.28.30,29.2.22.20.90,56,1.0293007158792877,"(56, 1.0293007158792877)"
languagegen9index39_17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.76.14.50.46.44.72.5.12.36.65.32.52.99.48.54.10.84.6.8.18.3.23.26.67.21.7.56.75.64_11.15,17.91.69.83.28.2.25.79.66.4.82.45.22.19.20.1.9.51.68.16.41.89.39.97.55.62.27.76.14.50.46.44.72.5.12.36.65.32.52.99.48.54.10.84.6.8.18.3.23.26.67.21.7.56.75.64,11.15,58,1.0293915919880172,"(58, 1.0293915919880172)"
languagegen9index40_17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.55.62.27.76.14.50.98.46.44.72.34.5.12.36.65.32.52.48.54.10.24.84.6.8.18.3.23.67.21.7.56.70_30.11.13.37,17.91.69.83.28.2.80.25.79.4.82.45.22.19.20.1.9.51.16.41.89.39.55.62.27.76.14.50.98.46.44.72.34.5.12.36.65.32.52.48.54.10.24.84.6.8.18.3.23.67.21.7.56.70,30.11.13.37,58,1.022734253444261,"(58, 1.022734253444261)"
languagegen9index41_17.91.69.83.28.2.25.79.45.22.19.20.1.9.51.41.89.39.97.55.62.27.87.76.14.50.98.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.3.23.26.21.7.56.15.74.29_30.11.13.37.64,17.91.69.83.28.2.25.79.45.22.19.20.1.9.51.41.89.39.97.55.62.27.87.76.14.50.98.44.72.34.5.12.36.65.32.52.99.48.54.10.85.24.84.6.8.3.23.26.21.7.56.15.74.29,30.11.13.37.64,59,1.0994108791724626,"(59, 1.0994108791724626)"
