language,digs,multis,word_n,expected_complexity,coordinates
languagegen20index0_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen20index1_1_3.80,1,3.80,3,1.994570184786413,"(3, 1.994570184786413)"
languagegen20index2_1.91_3,1.91,3,3,2.0172055898436843,"(3, 2.0172055898436843)"
languagegen20index6_1_3.7.15,1,3.7.15,4,1.7446924582707004,"(4, 1.7446924582707004)"
languagegen20index7_51_8.78,51,8.78,3,9.061883176437732,"(3, 9.061883176437732)"
languagegen20index8_31_3.88,31,3.88,3,7.879253333503648,"(3, 7.879253333503648)"
languagegen20index10_1_3.18,1,3.18,3,1.8857182609471932,"(3, 1.8857182609471932)"
languagegen20index11_1.16.67_3,1.16.67,3,4,1.9354068730479965,"(4, 1.9354068730479965)"
languagegen20index12_1_3.46,1,3.46,3,1.9656999789038858,"(3, 1.9656999789038858)"
languagegen20index13_1.41_3,1.41,3,3,1.9996449904564935,"(3, 1.9996449904564935)"
languagegen20index14_1_3.36,1,3.36,3,1.9571311235015,"(3, 1.9571311235015)"
languagegen20index20_1.36_3.30,1.36,3.30,4,1.9280864111776572,"(4, 1.9280864111776572)"
languagegen20index21_1.55_3.67,1.55,3.67,4,1.9550248086480793,"(4, 1.9550248086480793)"
languagegen20index23_1_3.28,1,3.28,3,1.924460312013754,"(3, 1.924460312013754)"
languagegen20index24_29.74_3,29.74,3,3,11.436976096697215,"(3, 11.436976096697215)"
languagegen20index25_1.95_3.41,1.95,3.41,4,1.9426666764937663,"(4, 1.9426666764937663)"
languagegen20index28_1.96_3,1.96,3,3,2.0184070384584185,"(3, 2.0184070384584185)"
languagegen20index29_20_3,20,3,2,10.358719538151654,"(2, 10.358719538151654)"
languagegen20index30_1.29_3.89,1.29,3.89,4,1.9681166707565791,"(4, 1.9681166707565791)"
languagegen20index31_1.45_3.47,1.45,3.47,4,1.956255880037812,"(4, 1.956255880037812)"
languagegen20index32_1.75_3,1.75,3,3,2.0166073082830445,"(3, 2.0166073082830445)"
languagegen20index34_1_3.51.43,1,3.51.43,4,1.8955911019221616,"(4, 1.8955911019221616)"
