language,digs,multis,word_n,expected_complexity,coordinates
languagegen1index0_41.43_5.81.11.25,41.43,5.81.11.25,6,5.246283425127826,"(6, 5.246283425127826)"
languagegen1index1_41_5.81.11,41,5.81.11,4,5.8425232774180165,"(4, 5.8425232774180165)"
languagegen1index3_41_11.9,41,11.9,3,8.318712438196794,"(3, 8.318712438196794)"
languagegen1index5_41_5.81.11.14,41,5.81.11.14,5,4.7078956575417035,"(5, 4.7078956575417035)"
languagegen1index6_41_5.81,41,5.81,3,10.42162689613845,"(3, 10.42162689613845)"
languagegen1index7_41.9_5.81,41.9,5.81,4,7.361034987665383,"(4, 7.361034987665383)"
languagegen1index8_65_5.81.11.80,65,5.81.11.80,5,4.176373378095027,"(5, 4.176373378095027)"
languagegen1index9_95_5.81.11.47,95,5.81.11.47,5,5.40900452239448,"(5, 5.40900452239448)"
languagegen1index10_41.50.83.84_5.11,41.50.83.84,5.11,6,5.838954542475398,"(6, 5.838954542475398)"
languagegen1index12_4.17_5.11,4.17,5.11,4,3.4158934858601464,"(4, 3.4158934858601464)"
languagegen1index13_41.18_5.81.11.29,41.18,5.81.11.29,6,5.280163197664618,"(6, 5.280163197664618)"
languagegen1index14_41_5.39,41,5.39,3,10.95989446871992,"(3, 10.95989446871992)"
languagegen1index15_41_5.81.91,41,5.81.91,4,10.32469824891988,"(4, 10.32469824891988)"
languagegen1index17_41.38_5.81.11.99,41.38,5.81.11.99,6,5.389048228597792,"(6, 5.389048228597792)"
languagegen1index18_1_5.81.11.19,1,5.81.11.19,5,2.5653814222825413,"(5, 2.5653814222825413)"
languagegen1index19_41_5.81.11.39.86,41,5.81.11.39.86,6,5.266761983470503,"(6, 5.266761983470503)"
languagegen1index21_41_5.81.65,41,5.81.65,4,7.431597019683582,"(4, 7.431597019683582)"
languagegen1index23_41.32.71_5.81.11,41.32.71,5.81.11,6,5.461945590625489,"(6, 5.461945590625489)"
languagegen1index27_41_5.81.26,41,5.81.26,4,5.932900102313306,"(4, 5.932900102313306)"
languagegen1index29_21_5.11,21,5.11,3,5.718190694608011,"(3, 5.718190694608011)"
languagegen1index30_41.18.70_5,41.18.70,5,4,9.745700470102431,"(4, 9.745700470102431)"
languagegen1index31_35_5.81.11,35,5.81.11,4,5.83513835764166,"(4, 5.83513835764166)"
languagegen1index32_41_5.81.11.3.89,41,5.81.11.3.89,6,4.201444243066355,"(6, 4.201444243066355)"
languagegen1index33_41_81.42.58,41,81.42.58,4,4.401107237460959,"(4, 4.401107237460959)"
languagegen1index34_41_5.81.11.93.12,41,5.81.11.93.12,6,3.7213372401857967,"(6, 3.7213372401857967)"
languagegen1index36_41_5.11,41,5.11,3,5.852557073783997,"(3, 5.852557073783997)"
languagegen1index37_41_5.81.11.73,41,5.81.11.73,5,5.24566710028303,"(5, 5.24566710028303)"
languagegen1index38_41.76_5.81.11,41.76,5.81.11,5,5.838893894240944,"(5, 5.838893894240944)"
languagegen1index39_41_5.81.11.82,41,5.81.11.82,5,4.158357846504614,"(5, 4.158357846504614)"
languagegen1index40_89.30_5.81.11,89.30,5.81.11,5,5.810552218927764,"(5, 5.810552218927764)"
languagegen1index41_41.97_5.81.11,41.97,5.81.11,5,5.823153604774399,"(5, 5.823153604774399)"
languagegen1index42_41_5.81.11.40,41,5.81.11.40,5,5.758317569973612,"(5, 5.758317569973612)"
languagegen1index46_41_5.81.4,41,5.81.4,4,3.8386264690473313,"(4, 3.8386264690473313)"
languagegen1index47_41_81.11.73,41,81.11.73,4,7.74060069030001,"(4, 7.74060069030001)"
languagegen1index48_42.75.49_5.11,42.75.49,5.11,5,5.481648622036219,"(5, 5.481648622036219)"
languagegen1index49_41_5.81.59,41,5.81.59,4,9.629440305894198,"(4, 9.629440305894198)"
languagegen1index50_41_5.11.82.55,41,5.11.82.55,5,5.309724643163844,"(5, 5.309724643163844)"
languagegen1index51_41_5.11.9,41,5.11.9,4,4.443455876965288,"(4, 4.443455876965288)"
languagegen1index53_41.53_5.81.11,41.53,5.81.11,5,5.14849596522869,"(5, 5.14849596522869)"
languagegen1index54_41_5.11.52,41,5.11.52,4,5.3665064335910895,"(4, 5.3665064335910895)"
languagegen1index57_65_5.81.10,65,5.81.10,4,7.478280193590509,"(4, 7.478280193590509)"
languagegen1index59_41.86_5.11,41.86,5.11,4,5.838348616138723,"(4, 5.838348616138723)"
languagegen1index60_41_5.81.11.42,41,5.81.11.42,5,3.6679189251134825,"(5, 3.6679189251134825)"
languagegen1index61_41.68_5.11,41.68,5.11,4,5.842991632484878,"(4, 5.842991632484878)"
languagegen1index62_41.34_5.11.3,41.34,5.11.3,5,4.206278223446857,"(5, 4.206278223446857)"
languagegen1index63_41_81.11.14.64,41,81.11.14.64,5,6.704795282865252,"(5, 6.704795282865252)"
languagegen1index64_41_5.81.11.12,41,5.81.11.12,5,3.7248566326330708,"(5, 3.7248566326330708)"
languagegen1index65_41_5.81.11.77,41,5.81.11.77,5,5.263439424383867,"(5, 5.263439424383867)"
languagegen1index67_69.90_5.24,69.90,5.24,4,6.202004204205628,"(4, 6.202004204205628)"
languagegen1index68_69.1.28_5.24,69.1.28,5.24,5,3.07958094297044,"(5, 3.07958094297044)"
