language,digs,multis,word_n,expected_complexity,coordinates
languagegen24index1_55_3.39,55,3.39,3,11.37746440813689,"(3, 11.37746440813689)"
languagegen24index2_1.42_3.52,1.42,3.52,4,1.92599655293131,"(4, 1.92599655293131)"
languagegen24index3_1.7_3,1.7,3,3,1.8728405544690108,"(3, 1.8728405544690108)"
languagegen24index4_1_95.8,1,95.8,3,5.926750085164029,"(3, 5.926750085164029)"
languagegen24index5_32_3.35,32,3.35,3,9.838868494059096,"(3, 9.838868494059096)"
languagegen24index6_1_3.50.13,1,3.50.13,4,1.8185546864774946,"(4, 1.8185546864774946)"
languagegen24index7_1.47_3,1.47,3,3,2.0049797507601537,"(3, 2.0049797507601537)"
languagegen24index8_1.80_3,1.80,3,3,2.015318637683218,"(3, 2.015318637683218)"
languagegen24index9_1.89_3.27,1.89,3.27,4,1.9309711702804968,"(4, 1.9309711702804968)"
languagegen24index10_1.82.36_3,1.82.36,3,4,1.9915115986116696,"(4, 1.9915115986116696)"
languagegen24index11_1.67_3,1.67,3,3,2.012263551691285,"(3, 2.012263551691285)"
languagegen24index12_1_3,1,3,2,2.0197027430485606,"(2, 2.0197027430485606)"
languagegen24index13_1.96_3.81.41,1.96,3.81.41,5,1.9401981820676284,"(5, 1.9401981820676284)"
languagegen24index15_1_3.89.13,1,3.89.13,4,1.83150581443848,"(4, 1.83150581443848)"
languagegen24index18_13.61_3.2.9,13.61,3.2.9,5,2.6340836441728626,"(5, 2.6340836441728626)"
languagegen24index20_3.51_2.1.10,3.51,2.1.10,5,1.4130837085408958,"(5, 1.4130837085408958)"
languagegen24index21_3.51_1.10,3.51,1.10,4,1.8664807060328428,"(4, 1.8664807060328428)"
languagegen24index22_3_2.1.10,3,2.1.10,4,1.4226123916099058,"(4, 1.4226123916099058)"
languagegen24index23_82_2.1.34,82,2.1.34,4,1.9491640479568069,"(4, 1.9491640479568069)"
languagegen24index24_3_2.10.99,3,2.10.99,4,3.9121008156868973,"(4, 3.9121008156868973)"
languagegen24index25_3_2.1.10.7,3,2.1.10.7,5,1.3704158182065482,"(5, 1.3704158182065482)"
languagegen24index26_3_2.5.39,3,2.5.39,4,3.8552976261196266,"(4, 3.8552976261196266)"
languagegen24index27_3_2.1.10.77,3,2.1.10.77,5,1.411980051621137,"(5, 1.411980051621137)"
languagegen24index29_3_1.10,3,1.10,3,1.886891372429962,"(3, 1.886891372429962)"
languagegen24index30_3_2.1,3,2.1,3,1.7483820059230488,"(3, 1.7483820059230488)"
languagegen24index31_3_2.1.10.4.96,3,2.1.10.4.96,6,1.318928968119468,"(6, 1.318928968119468)"
languagegen24index32_3.4.53_5.2.1.15.95,3.4.53,5.2.1.15.95,8,1.2436165857210866,"(8, 1.2436165857210866)"
languagegen24index33_3.4.69_2.15,3.4.69,2.15,5,3.8294121346631886,"(5, 3.8294121346631886)"
languagegen24index34_3.89_5.2.1.15.17,3.89,5.2.1.15.17,7,1.342496715665653,"(7, 1.342496715665653)"
languagegen24index35_4.37_5.2.1,4.37,5.2.1,5,1.4602666480459492,"(5, 1.4602666480459492)"
